,id,title,categories,abstract,doi,created,updated,authors
616,1901.02238,multi-well log-anharmonic oscillators,quant-ph math-ph math.mp,"quantum particle is considered confined in a toy-model potential possessing multiple minima. for the specific choice of the family of potentials (in the form of harmonic oscillator plus several logarithmic infinitely high but penetrable barriers), a facilitated tractability of the related bound-state problem is achieved by the use of the (slightly modified) large-n expansion technique. the phenomenological appeal of the possibility of simulation of a certain `relocalization' quantum catastrophe is emphasized.",10.1142/s0217732319500858,2019-01-08,,"['miloslav znojil', 'františek růžička']"
617,1901.02351,analysis of new direct sampling indicators for far-field measurements,math-ph math.mp,"this article focuses on the analysis of three direct sampling indicators which can be used for recovering scatterers from the far-field pattern of time-harmonic acoustic measurements. these methods fall under the category of sampling methods where an indicator function is constructed using the far-field operator. motivated by some recent work, we study the standard indicator using the far-field operator and two indicators derived from the factorization method. we show the equivalence of two indicators previously studied as well as propose a new indicator based on the tikhonov regularization applied to the far-field equation for the factorization method. finally, we give some numerical examples to show how the reconstructions compare to other direct sampling methods.",10.1088/1361-6420/ab08be,2019-01-08,2019-02-12,"['isaac harris', 'andreas kleefeld']"
618,1901.02770,free fermions at the edge of interacting systems,cond-mat.stat-mech cond-mat.quant-gas math-ph math.mp,"we study the edge behavior of inhomogeneous one-dimensional quantum systems, such as lieb-liniger models in traps or spin chains in spatially varying magnetic fields. for free systems these fall into several universality classes, the most generic one being governed by the tracy-widom distribution. we investigate in this paper the effect of interactions. using semiclassical arguments, we show that since the density vanishes to leading order, the strong interactions in the bulk are renormalized to zero at the edge, which simply explains the survival of tracy-widom scaling in general. for integrable systems, it is possible to push this argument further, and determine exactly the remaining length scale which controls the variance of the edge distribution. this analytical prediction is checked numerically, with excellent agreement. we also study numerically the edge scaling at fronts generated by quantum quenches, which provide new universality classes awaiting theoretical explanation.",10.21468/scipostphys.6.5.057,2019-01-09,2019-04-24,['jean-marie stéphan']
619,1901.02811,"on $w$-representations of $\beta$- and $q,t$-deformed matrix models",hep-th math-ph math.mp,"$w$-representation realizes partition functions by an action of a cut-and-join-like operator on the vacuum state with a zero-mode background. we provide explicit formulas of this kind for $\beta$- and $q,t$-deformations of the simplest rectangular complex matrix model. in the latter case, instead of the complicated definition in terms of multiple jackson integrals, we define partition functions as the weight-two series, made from macdonald polynomials, which are evaluated at different loci in the space of time variables. resulting expression for the $\hat w$ operator appears related to the problem of simple hurwitz numbers (contributing are also the young diagrams with all but one lines of length two and one). this problem is known to exhibit nice integrability properties. still the answer for $\hat w$ can seem unexpectedly sophisticated and calls for improvements. since matrix models lie at the very basis of all gauge- and string-theory constructions, our exercise provides a good illustration of the jump in complexity between $\beta$- and $q,t$-deformations -- which is not always seen at the accidently simple level of calogero-ruijsenaars hamiltonians (where both deformations are equally straightforward). this complexity is, however, quite familiar in the theories of network models, topological vertices and knots.",10.1016/j.physletb.2019.03.047,2019-01-09,2019-03-27,['a. morozov']
620,1901.03010,on grassmannian heterotic sigma model,hep-th math-ph math.mp nlin.si,"we study the non-minimal supersymmetric heterotically deformed $\mathcal{n}=(0,2)$ sigma model with the grassmannian target space $\mathcal{g}_{m,n}$. to develop the appropriate superfield formalism, we begin with a simplified model with flat target space, find its beta function up to two loops, and prove a non-renormalization theorem. then we generalize the results to the full model with the grassmannian target space. using the geometric formulation, we calculate the beta functions and discuss the 't hooft and veneziano limits.",10.1103/physrevd.99.125005,2019-01-09,,"['michael kreshchuk', 'evgeniy kurianovych', 'mikhail shifman']"
621,1901.03598,"triply mixed coverings of arbitrary base curves: quasimodularity,   quantum curves and a mysterious topological recursions",math.ag math-ph math.mp math.nt,"simple hurwitz numbers enumerate branched morphisms between riemann surfaces with fixed ramification data. in recent years, several variants of this notion for genus $0$ base curves have appeared in the literature. among them are so-called monotone hurwitz numbers, which are related to the hciz integral in random matrix theory and strictly monotone hurwitz numbers which count certain grothendieck dessins d'enfants. we generalise the notion of hurwitz numbers to interpolations between simple, monotone and strictly monotone hurwitz numbers to any genus and any number of arbitrary but fixed ramification profiles. this yields generalisations of several results known for hurwitz numbers. when the target surface is of genus one, we show that the generating series of these interpolated hurwitz numbers are quasimodular forms. in the case that all ramification is simple, we refine this result by writing this series as a sum of quasimodular forms corresonding to tropical covers weighted by gromov-witten invariants. moreover, we derive a quantum curve for monotone and grothendieck dessins d'enfants hurwitz numbers for arbitrary genera and one arbitrary but fixed ramification profile. thus, we obtain spectral curves via the semiclassical limit as input data for the ceo topological recursion. astonishingly, we find that the ceo topological recursion for the genus $1$ spectral curve of the strictly monotone hurwitz numbers compute the monotone hurwitz numbers in genus $0$. thus, we give a new proof that monotone hurwitz numbers satisfy ceo topological recursion. this points to an unknown relation between those enumerants. finally, specializing to target surface $\mathbb{p}^1$, we find recursions for monotone and grothendieck dessins d'enfants double hurwitz numbers, which enables the computation of the respective hurwitz numbers for any genera with one arbitrary but fixed ramification profile.",,2019-01-11,2019-06-05,"['marvin anas hahn', 'jan-willem m. van ittersum', 'felix leid']"
622,1901.03699,eisenhart lift of $2$--dimensional mechanics,nlin.si gr-qc hep-th math-ph math.mp physics.class-ph,"the eisenhart lift is a variant of geometrization of classical mechanics with $d$ degrees of freedom in which the equations of motion are embedded into the geodesic equations of a brinkmann-type metric defined on $(d+2)$-dimensional spacetime of lorentzian signature. in this work, the eisenhart lift of $2$-dimensional mechanics on curved background is studied. the corresponding $4$-dimensional metric is governed by two scalar functions which are just the conformal factor and the potential of the original dynamical system. we derive a conformal symmetry and a corresponding quadratic integral, associated with the eisenhart lift. the energy--momentum tensor is constructed which, along with the metric, provides a solution to the einstein equations. uplifts of $2$-dimensional superintegrable models are discussed with a particular emphasis on the issue of hidden symmetries. it is shown that for the $2$-dimensional darboux--koenigs metrics, only type i can result in eisenhart lifts which satisfy the weak energy condition. however, some physically viable metrics with hidden symmetries are presented.",10.1140/epjc/s10052-019-6812-6,2019-01-10,,"['allan p. fordy', 'anton galajinsky']"
623,1901.04070,"perfect-fluid, generalised robertson-walker space-times, and gray's   decomposition",gr-qc math-ph math.dg math.mp,"we give new necessary and sufficient conditions on the weyl tensor for generalized robertson-walker (grw) space-times to be perfect-fluid space-times. for grw space-times, we determine the form of the ricci tensor in all the o(n)-invariant subspaces provided by gray's decomposition of the gradient of the ricci tensor. in all but one, the ricci tensor is einstein or has the form of perfect fluid. we discuss the corresponding equations of state that result from the einstein equation in dimension 4, where perfect-fluid grw space-times are robertson-walker.",10.1063/1.5089040,2019-01-13,2019-05-29,"['carlo alberto mantica', 'luca guido molinari', 'young jin suh', 'sameh shenawy']"
624,1901.04159,singularities and poincar\'{e} indexes of electromagnetic multipoles,physics.optics math-ph math.mp,"electromagnetic multipoles have been broadly adopted as a fundamental language throughout photonics, of which general features such as radiation patterns and polarization distributions are generically known, while their singularities and topological properties have mostly slipped into oblivion. here we map all the singularities of multipolar radiations of different orders, identify their indexes, and show explicitly the index sum over the entire momentum sphere is always $2$, consistent with the poincar\'{e}-hopf theorem. upon those revealed properties, we can attribute the formation of bound states in the continuum to overlapping of multipolar singularities with open radiation channels. this insight unveils a subtle connection between indexes of multipolar singularities and topological charges of those bound states, revealing that essentially they are the same. our work has fused two fundamental and sweeping concepts of multipoles and topologies, which can potentially bring unforeseen opportunities for many multipole related fields within and beyond photonics.",10.1103/physrevlett.122.153907,2019-01-14,2019-03-04,"['weijin chen', 'yuntian chen', 'wei liu']"
625,1901.04258,exponential dynamical localization: criterion and applications,math.ds math-ph math.mp math.sp,"we give a criterion for exponential dynamical localization in expectation (edl) for ergodic families of operators acting on $\ell^2(\z^d)$. as applications, we prove edl for a class of quasi-periodic long-range operators on $\ell^2(\z^d)$.",,2019-01-14,2019-06-13,"['lingrui ge', 'jiangong you', 'qi zhou']"
626,1901.04298,from continuous-time random walks to controlled-diffusion reaction,cond-mat.stat-mech math-ph math.mp,"daily, are reported systems in nature that present anomalous diffusion phenomena due to irregularities of medium, traps or reactions process. in this scenario, the diffusion with traps or localised--reactions emerge through various investigations that include numerical, analytical and experimental techniques. in this work, we construct a model which involves a coupling of two diffusion equations to approach the random walkers in a medium with localised reaction point (or controlled diffusion). we present the exact analytical solutions to the model. in the following, we obtain the survival probability and mean square displacement. moreover, we extend the model to include memory effects in reaction points. thereby, we found a simple relation that connects the power-law memory kernels with anomalous diffusion phenomena, i.e. $\langle (x-\langle x \rangle )^2 \rangle \propto t^{\mu}$. the investigations presented in this work uses recent mathematical techniques to introduces a form to represent the coupled random walks in context of reaction-diffusion problem to localised reaction.",10.1088/1742-5468/ab081b,2019-01-14,2019-02-25,['maike a. f. dos santos']
627,1901.04996,contact discontinuities for 3-d axisymmetric inviscid compressible flows   in infinitely long cylinders,math.ap math-ph math.mp,"we prove the existence of a subsonic axisymmetric weak solution $({\bf u},\rho,p)$ with ${\bf u}=u_x{\bf e}_x+u_r{\bf e}_r+u_\theta{\bf e}_{\theta}$ to steady euler system in a three-dimensional infinitely long cylinder $\mathcal{n}$ when prescribing the values of the entropy $(=\frac{p}{\rho^{\gamma}})$ and angular momentum density $(=ru_{\theta})$ at the entrance by piecewise $c^2$ functions with a discontinuity on a curve on the entrance of $\mathcal{n}$. due to the variable entropy and angular momentum density (=swirl) conditions with a discontinuity at the entrance, the corresponding solution has a nonzero vorticity, nonzero swirl, and contains a contact discontinuity $r=g_d(x)$. we construct such a solution via helmholtz decomposition. the key step is to decompose the rankine-hugoniot conditions on the contact discontinuity via helmholtz decomposition so that the compactness of approximated solutions can be achieved. then we apply the method of iteration to obtain a piecewise smooth subsonic flow with a contact discontinuity, nonzero vorticity, and nonzero angular momentum density. we also analyze the asymptotic behavior of the solution at far field.",,2019-01-15,2019-04-18,"['myoungjean bae', 'hyangdong park']"
628,1901.05035,an informal introduction to quantitative stochastic homogenization,math-ph math.ap math.mp,"divergence-form operators with random coefficients homogenize over large scales. over the last decade, an intensive research effort focused on turning this asymptotic statement into quantitative estimates. the goal of this note is to review one approach for doing so based on the idea of renormalization. the discussion is highly informal, with pointers to mathematically precise statements.",10.1063/1.5089210,2019-01-15,2019-02-22,['jean-christophe mourrat']
629,1901.05404,quantum graphs on radially symmetric antitrees,math.sp math-ph math.mp,"we investigate spectral properties of kirchhoff laplacians on radially symmetric antitrees. this class of metric graphs enjoys a rich group of symmetries, which enables us to obtain a decomposition of the corresponding laplacian into the orthogonal sum of sturm--liouville operators. in contrast to the case of radially symmetric trees, the deficiency indices of the laplacian defined on the minimal domain are at most one and they are equal to one exactly when the corresponding metric antitree has finite total volume. in this case, we provide an explicit description of all self-adjoint extensions including the friedrichs extension.   furthermore, using the spectral theory of krein strings, we perform a thorough spectral analysis of this model. in particular, we obtain discreteness and trace class criteria, criterion for the kirchhoff laplacian to be uniformly positive and provide spectral gap estimates. we show that the absolutely continuous spectrum is in a certain sense a rare event, however, we also present several classes of antitrees such that the absolutely continuous spectrum of the corresponding laplacian is $[0,\infty)$.",,2019-01-16,2019-05-31,"['aleksey kostenko', 'noema nicolussi']"
630,1901.05735,effective metric in fluid-gravity duality through parallel transport: a   proposal,hep-th gr-qc math-ph math.mp physics.flu-dyn,"the incompressible navier-stokes (ns) equation is known to govern the hydrodynamic limit of essentially any fluid and its rich non-linear structure has critical implications in both mathematics and physics. the employability of the methods of riemannian geometry to the study of hydrodynamical flows has been previously explored from a purely mathematical perspective. in this work, we propose a bulk metric in $(p+2)$-dimensions with the construction being such that the induced metric is flat on a timelike $r = r_c$ (constant) slice. we then show that the equations of {\it parallel transport} for an appropriately defined bulk velocity vector field along its own direction on this manifold when projected onto the flat timelike hypersurface requires the satisfaction of the incompressible ns equation in $(p+1)$-dimensions. additionally, the incompressibility condition of the fluid arises from a vanishing expansion parameter $\theta$, which is known to govern the convergence (or divergence) of a congruence of arbitrary timelike curves on a given manifold. in this approach einstein's equations do not play any role and this can be regarded as an {\it off-shell} description of fluid-gravity correspondence. we argue that {\it our metric effectively encapsulates the information of forcing terms in the governing equations as if a free fluid is parallel transported on this curved background}. we finally discuss the implications of this interesting observation and its potentiality in helping us to understand hydrodynamical flows in a probable new setting.",10.1103/physrevd.99.124024,2019-01-17,2019-05-24,"['shounak de', 'sumit dey', 'bibhas ranjan majhi']"
631,1901.06400,linear and second-order geometry perturbations on spacetimes with   torsion,gr-qc math-ph math.mp,"in order to study gravitational waves in any realistic astrophysical scenario, one must consider geometry perturbations up to second order. here, we present a general technique for studying linear and quadratic perturbations on a spacetime with torsion. besides the standard metric mode, a ""torsionon"" perturbation mode appears. this torsional mode will be able to propagate only in a certain kind of theories.",10.1140/epjc/s10052-019-6852-y,2019-01-18,2019-04-01,"['fernando izaurieta', 'eduardo rodríguez', 'omar valdivia']"
632,1901.06948,quasi-local mass at axially symmetric null infinity,gr-qc math-ph math.dg math.mp,we give a brief review of the definition of the wang-yau quasilocal mass and discuss the evaluation of which on surfaces of unit size at null infinity of an axi-symmetric spacetime in bondi-van der burg-metzner coordinates.,10.1142/s0218271819300131,2019-01-21,,"['po-ning chen', 'mu-tao wang', 'ye-kai wang', 'shing-tung yau']"
633,1901.07187,integrability of geodesic motions in curved manifolds through non-local   conserved charges,gr-qc math-ph math.mp,"in this work we study the general system of geodesic equations for the case of a massive particle moving on an arbitrary curved manifold. the investigation is carried out from the symmetry perspective. by exploiting the parametrization invariance property of the system we define nonlocal conserved charges that are independent from the typical integrals of motion constructed out of possible killing vectors/tensors of the background metric. we show that with their help every two dimensional surface can - at least in principle - be characterized as integrable. due to the nonlocal nature of these quantities not more than two can be used at the same time unless the solution of the system is known. we demonstrate that even so, the two dimensional geodesic problem can always be reduced to a single first order ordinary differential equation; we also provide several examples of this process.",10.1103/physrevd.99.104061,2019-01-22,2019-05-10,"['n. dimakis', 'petros a. terzis', 't. christodoulakis']"
634,1901.07228,exact large deviation function of spin current for the one dimensional   xx spin chain with domain wall initial condition,cond-mat.stat-mech math-ph math.mp,we investigate the fluctuations of the spin current for the one dimensional xx spin chain starting from the domain wall initial condition. the generating function of the current is shown to be written as a determinant with the bessel kernel. an exact analytical expression for the large deviation function is obtained by applying the coulomb gas method. our results are also compared with dmrg calculations.,10.1088/1742-5468/ab1dd6,2019-01-22,2019-06-23,"['h. moriya', 'r. nagao', 't. sasamoto']"
635,1901.07271,singularity theorems for warped products and the stability of spatial   extra dimensions,gr-qc hep-th math-ph math.dg math.mp,"new singularity theorems are derived for generic warped-product spacetimes of any dimension. the main purpose is to analyze the stability of (compact or large) extra dimensions against dynamical perturbations. to that end, the base of the warped product is assumed to be our visible 4-dimensional world, while the extra dimensions define the fibers, hence we consider ""extra-dimensional evolution"". explicit conditions on the warping function that lead to geodesic incompleteness are given. these conditions can be appropriately rewritten, given a warping function, as restrictions on the intrinsic geometry of the fibers ---i.e. the extra dimensional space. to find the results, the conditions for parallel transportation in warped products in terms of their projections onto the base and the fibers have been solved, a result of independent mathematical interest that have been placed on an appendix.",10.1007/jhep04(2019)175,2019-01-22,2019-04-01,"['nastassja cipriani', 'josé m. m. senovilla']"
636,1901.07486,a frictional contact problem with wear diffusion,math-ph math.ap math.mp,"this paper constructs and analyzes a model for the dynamic frictional contact between a viscoelastic body and a moving foundation. the contact involves wear of the contacting surface and the diffusion of the wear debris. the relationships between the stresses and displacements on the contact boundary are modeled by the normal compliance law and a version of the coulomb law of dry friction. the rate of wear of the contact surface is described by the differential form of the archard law. the effects of the diffusion of the wear particles that cannot leave the contact surface on the surface are taken into account. the novelty of this work is that the contact surface is a manifold and, consequently, the diffusion of the debris takes place on a curved surface. the interest in the model is related to the wear of mechanical joints and orthopedic biomechanics where the wear debris are trapped, they diffuse and often cause the degradation of the properties of joint prosthesis and various implants. the model is in the form of a differential inclusion for the mechanical contact and the diffusion equation for the wear debris on the contacting surface. the existence of a weak solution is proved by using a truncation argument and the kakutani--ky fan--glicksberg fixed point theorem.",10.1007/s00033-019-1141-z,2019-01-22,,"['piotr kalita', 'pawel szafraniec', 'meir shillor']"
637,1901.07775,fluxes in exceptional field theory and threebrane sigma-models,hep-th math-ph math.dg math.mp math.sg,"starting from a higher courant bracket associated to exceptional generalized geometry, we provide a systematic derivation of all types of fluxes and their bianchi identities for four-dimensional compactifications of m-theory. we show that these fluxes may be understood as generalized wess-zumino terms in certain topological threebrane sigma-models of aksz-type, which relates them to the higher structure of a lie algebroid up to homotopy. this includes geometric compactifications of m-theory with g-flux and on twisted tori, and also its compactifications with non-geometric q- and r-fluxes in specific representations of the u-duality group sl(5) in exceptional field theory.",10.1007/jhep05(2019)055,2019-01-23,2019-05-25,"['athanasios chatzistavrakidis', 'larisa jonke', 'dieter lust', 'richard j. szabo']"
638,1901.07991,a comparative study of estimation methods in quantum tomography,quant-ph math-ph math.mp math.st stat.th,"as quantum tomography is becoming a key component of the quantum engineering toolbox, there is a need for a deeper understanding of the multitude of estimation methods available. here we investigate and compare several such methods: maximum likelihood, least squares, generalised least squares, positive least squares, thresholded least squares and projected least squares. the common thread of the analysis is that each estimator projects the measurement data onto a parameter space with respect to a specific metric, thus allowing us to study the relationships between different estimators.   the asymptotic behaviour of the least squares and the projected least squares estimators is studied in detail for the case of the covariant measurement and a family of states of varying ranks. this gives insight into the rank-dependent risk reduction for the projected estimator, and uncovers an interesting non-monotonic behaviour of the bures risk. these asymptotic results complement recent non-asymptotic concentration bounds of \cite{gutakahnkungtropp} which point to strong optimality properties, and high computational efficiency of the projected linear estimators.   to illustrate the theoretical methods we present results of an extensive simulation study. an app running the different estimators has been made available online.",10.1088/1751-8121/ab1958,2019-01-23,,"['anirudh acharya', 'theodore kypraios', 'madalin guta']"
639,1901.08555,light-cone reduction of witten's open string field theory,hep-th math-ph math.mp,"we elucidate some exact relations between light-cone and covariant string field theories on the basis of the homological perturbation lemma for $a_{\infty }$. the covariant string field splits into the light-cone string field and trivial excitations of brst quartets: the latter generates the gauge symmetry and covariance. we first show that the reduction of gauge degrees can be performed by applying the lemma, which gives a refined version of the no-ghost theorem of covariant strings. then, we demonstrate that after the reduction, gauge-fixed theory can be regarded as a kind of effective field theory and it provides an exact gauge-fixing procedure taking into account interactions. as a result, a novel light-cone string field theory is obtained from witten's open string field theory.",10.1007/jhep04(2019)143,2019-01-24,2019-05-01,['hiroaki matsunaga']
640,1901.08566,operational relevance of resource theories of quantum measurements,quant-ph math-ph math.mp,"for any resource theory it is essential to identify tasks for which resource objects offer advantage over free objects. we show that this identification can always be accomplished for resource theories of quantum measurements in which free objects form a convex subset of measurements on a given hilbert space. to this aim we prove that every resource measurement offers advantage for some quantum state discrimination task. moreover, we give an operational interpretation of robustness, which quantifies the minimal amount of noise that must be added to a measurement to make it free. specifically, we show that this geometric quantity is related to the maximal relative advantage that a resource measurement offers in a class of minimal-error state discrimination problems. finally, we apply our results to two classes of free measurements: incoherent measurements (measurements that are diagonal in the fixed basis) and separable measurements (measurements whose effects are separable operators). for both of these scenarios we find, in the asymptotic setting in which the dimension or the number of particles increase to infinity, the maximal relative advantage that resource measurements offer for state discrimination tasks.",10.22331/q-2019-04-26-133,2019-01-24,2019-04-16,"['michał oszmaniec', 'tanmoy biswas']"
641,1901.08944,domain wall dynamics in the landau--lifshitz magnet and the   classical-quantum correspondence for spin transport,cond-mat.stat-mech math-ph math.mp nlin.si,"we investigate the dynamics of spin in the axially anisotropic landau--lifshitz field theory with a magnetic domain wall initial condition. employing the analytic scattering technique, we obtain the exact scattering data and reconstruct the time-evolved profile. we identify three qualitatively distinct regimes of spin transport, ranging from ballistic expansion in the easy-plane regime, absence of transport in the easy-axis regime and log-modified diffusion for the isotropic interaction. our results are in perfect qualitative agreement with those found in the anisotropic quantum heisenberg spin-$1/2$ chain, indicating a remarkable classical-quantum correspondence for macroscopic spin transport.",10.1103/physrevb.99.140301,2019-01-25,2019-04-03,"['oleksandr gamayun', 'yuan miao', 'enej ilievski']"
642,1901.08963,global attractor for 1d dirac field coupled to nonlinear oscillator,math-ph math.mp,"the long-time asymptotics is analyzed for all finite energy solutions to a model $\mathbf{u}(1)$-invariant nonlinear dirac equation in one dimension, coupled to a nonlinear oscillator: {\it each finite energy solution} converges as $t\to\pm\infty$ to the set of all `nonlinear eigenfunctions' of the form $(\psi_1(x)e^{-i\omega_1 t},\psi_2(x)e^{-i\omega_2 t})$. the {\it global attraction} is caused by the nonlinear energy transfer from lower harmonics to the continuous spectrum and subsequent dispersive radiation.   we justify this mechanism by the strategy based on \emph{inflation of spectrum by the nonlinearity}. we show that any {\it omega-limit trajectory} has the time-spectrum in the spectral gap $[-m,m]$ and satisfies the original equation. this equation implies the key {\it spectral inclusion} for spectrum of the nonlinear term. then the application of the titchmarsh convolution theorem reduces the spectrum of $j$-th component of the omega-limit trajectory to a single harmonic $\omega_j\in[-m,m]$, $j=1,2$.",10.1007/s00220-019-03456-x,2019-01-24,,"['elena kopylova', 'alexander komech']"
643,1901.09033,"entanglement entropy, quantum fluctuations, and thermal entropy in   topological phases",cond-mat.str-el hep-th math-ph math.mp quant-ph,"entanglement entropy in topologically ordered matter phases has been computed extensively using various methods. in this paper, we study the entanglement entropy of topological phases in two-spaces from a new perspective---the perspective of quasiparticle fluctuations. in this picture, the entanglement spectrum of a topologically ordered system is identified with the spectrum of quasiparticle fluctuations of the system, and the entanglement entropy measures the maximal quasiparticle fluctuations on the eb. as a consequence, entanglement entropy corresponds to the thermal entropy of the quasiparticles at infinite temperature on the entanglement boundary. we corroborates our results with explicit computation in the quantum double model with/without boundaries. we then systematically construct the reduced density matrices of the quantum double model on generic 2-surfaces with boundaries.",10.1007/jhep05(2019)110,2019-01-25,,"['yuting hu', 'yidun wan']"
644,1901.09258,hard-core and soft-core widom-rowlinson models on cayley trees,math.pr math-ph math.mp,"we consider both hard-core and soft-core widom-rowlinson models with spin values $-1,0,1$ on a cayley tree of order $k\geq 2$ and we are interested in the gibbs measures of the models. the models depend on 3 parameters: the order $k$ of the tree, $\theta$ describing the strength of the (ferromagnetic or antiferromagnetic) interaction, and $\lambda$ describing the intensity for particles. the hard-core widom-rowlinson model corresponds to the case $\theta=0$. for the binary tree $k=2$, and for $k=3$ we prove that the ferromagnetic model has either one or three splitting gibbs measures (tree-automorphism invariant gibbs measures (tisgm) which are tree-indexed markov chains). we also give the exact form of the corresponding critical curves in parameter space. for higher values of $k$ we give an explicit sufficient bound ensuring non-uniqueness which we conjecture to be the exact curve. moreover, for the antiferromagnetic model we explicitly give two critical curves and prove that on these curves there are exactly two tisgms; between these curves there are exactly three tisgms; otherwise there exists a unique tisgm. also some periodic and non-periodic sgms are constructed in the ferromagnetic model.",10.1088/1742-5468/ab081e,2019-01-26,,"['sascha kissel', 'christof kuelske', 'utkir a. rozikov']"
645,1901.10349,resurgence of one-point functions in a matrix model for 2d type iia   superstrings,hep-th math-ph math.mp,"in the previous papers, the authors pointed out correspondence between a supersymmetric double-well matrix model and two-dimensional type iia superstring theory on a ramond-ramond background. this was confirmed by agreement between planar correlation functions in the matrix model and tree-level amplitudes in the superstring theory. furthermore, in the matrix model we computed one-point functions of single-trace operators to all orders of genus expansion in its double scaling limit, and found that the large-order behavior of this expansion is stringy and not borel summable. in this paper, we discuss resurgence structure of these one-point functions and see cancellations of ambiguities in their trans-series. more precisely, we compute both series of ambiguities arising in a zero-instanton sector and in a one-instanton sector, and confirm how they cancel each other. in case that the original integration contour is a finite interval not passing through a saddle point, we have to choose an appropriate integration path in order for resurgence to work.",10.1007/jhep05(2019)138,2019-01-29,2019-05-20,"['tsunehide kuroki', 'fumihiko sugino']"
646,1901.10467,on non-uniqueness for the anisotropic calder{\'o}n problem with partial   data,math.ap math-ph math.mp math.sp,"we show that there is non-uniqueness for the calder{\'o}n problem with partial data for riemannian metrics with h{\""o}lder continuous coefficients in dimension greater or equal than three. we provide simple counterexamples in the case of cylindrical riemannian manifolds with boundary having two ends. the coefficients of these metrics are smooth in the interior of the manifold and are only h{\""o}lder continuous of order $$\rho$\<1$ at the end where the measurements are made. more precisely, we construct a toroidal ring $(m, g)$ which is not a warped product manifold, and we show that there exist in the conformal class of g an infinite number of riemannian $\tilde{g} = c^4 g such that their corresponding partial dirichlet-to-neumann maps at one end coincide. the corresponding smooth conformal factors are harmonic with respect to the metric g and do not satisfy the unique continuation principle.",,2019-01-29,2019-04-01,"['thierry daudé', 'niky kamran', 'françois nicoleau']"
647,1901.10797,on the size of the space spanned by a nonequilibrium state in a quantum   spin lattice system,quant-ph cond-mat.stat-mech math-ph math.mp,"we consider the time evolution of a state in an isolated quantum spin lattice system with energy cumulants proportional to the number of the sites $l^d$. we compute the distribution of the eigenvalues of the time averaged state over a time window $[t_0,t_0+t]$ in the limit of large $l$. this allows us to infer the size of a subspace that captures time evolution in $[t_0,t_0+t]$ with an accuracy $1-\epsilon$. we estimate the size to be $ \frac{\sqrt{2\mathfrak{e}_2}}{\pi}\mathrm{erf}^{-1}(1-\epsilon) l^{\frac{d}{2}}t$, where $\mathfrak{e}_2$ is the energy variance per site, and $\mathrm{erf}^{-1}$ is the inverse error function.",10.21468/scipostphys.6.5.059,2019-01-30,2019-04-29,['maurizio fagotti']
648,1901.10945,infinitesimal and infinite numbers as an approach to quantum mechanics,math-ph math.mp quant-ph,"non-archimedean mathematics is an approach based on fields which contain infinitesimal and infinite elements. within this approach, we construct a space of a particular class of generalized functions, ultrafunctions. the space of ultrafunctions can be used as a richer framework for a description of a physical system in quantum mechanics. in this paper, we provide a discussion of the space of ultrafunctions and its advantages in the applications of quantum mechanics, particularly for the schr\""{o}dinger equation for a hamiltonian with the delta function potential.",10.22331/q-2019-05-03-137,2019-01-30,2019-04-26,"['vieri benci', 'lorenzo luperi baglini', 'kyrylo simonov']"
649,1901.11532,polysymplectic formulation for bf gravity with immirzi parameter,gr-qc math-ph math.mp,"the polysymplectic formulation of the cmpr action, which is a bf-type formulation of general relativity that involves an arbitrary immirzi parameter, is performed. we implement a particular scheme within this covariant hamiltonian approach to analyze the constraints that characterize the cmpr model. by means of the privileged $(n-1)$-forms and the poisson-gerstenhaber bracket, inherent to the polysymplectic framework, the bf field equations associated to the cmpr action are obtained and, in consequence, the einstein equations naturally emerge by solving the simplicity constraints of the theory. further, from the polysymplectic analysis of the cmpr action the de donder-weyl hamiltonian formulation of the holst action is recovered, which is consistent with the lagrangian analysis of this model as reported in the literature.",10.1088/1361-6382/ab1365,2019-01-31,2019-05-21,"['jasel berra-montiel', 'alberto molgado', 'angel rodriguez-lopez']"
650,1902.00439,extreme value statistics of ergodic markov processes from first passage   times in the large deviation limit,cond-mat.stat-mech math-ph math.mp,"extreme value functionals of stochastic processes are inverse functionals of the first passage time -- a connection that renders their probability distribution functions equivalent. here, we deepen this link and establish a framework for analyzing extreme value statistics of ergodic reversible markov processes in confining potentials on the hand of the underlying relaxation eigenspectra. we derive a chain of inequalities, which bounds the long-time asymptotics of first passage densities, and thereby extrema, from above and from below. the bounds involve a time integral of the transition probability density describing the relaxation towards equilibrium. we apply our general results to the analysis of extreme value statistics at long times in the case of ornstein-uhlenbeck process and a 3-dimensional brownian motion confined to a sphere, also known as bessel process. we find that even on time-scales that are shorter than the equilibration time, the large deviation limit characterizing long-time asymptotics can approximate the statistics of extreme values remarkably well. our findings provide a novel perspective on the study of extrema beyond the established limit theorems for sequences of independent random variables and for asymmetric diffusion processes beyond a constant drift.",10.1088/1751-8121/ab1eca,2019-02-01,2019-05-29,"['david hartich', 'aljaz godec']"
