,id,title,categories,authors
1682,1307.7577,safe screening with variational inequalities and its application to   lasso,cs.lg stat.ml,"['jun liu', 'zheng zhao', 'jie wang', 'jieping ye']"
1683,1307.7650,copula calibration,stat.me math.st stat.th,"['johanna f. ziegel', 'tilmann gneiting']"
1684,1307.7666,tight lower bounds for homology inference,stat.ml cs.cg math.st stat.th,"['sivaraman balakrishnan', 'alessandro rinaldo', 'aarti singh', 'larry wasserman']"
1685,1307.7682,probability-matching predictors for extreme extremes,math.st stat.me stat.th,['allan mcrobie']
1686,1307.7784,inference on differences between classes using cluster-specific   contrasts of mixed effects,stat.me,"['s. k. ng', 'g. j. mclachlan', 'k. wang', 'z. nagymanyoki', 's. liu', 's. -w. ng']"
1687,1307.7841,a nominal association matrix with feature selection for categorical data,stat.me,"['wenxue huang', 'yong shi', 'xiaogang wang']"
1688,1307.7852,scalable $k$-nn graph construction,cs.cv cs.lg stat.ml,"['jingdong wang', 'jing wang', 'gang zeng', 'zhuowen tu', 'rui gan', 'shipeng li']"
1689,1307.7860,comparing model selection and regularization approaches to variable   selection in model-based clustering,stat.ap,"['gilles celeux', 'marie-laure martin-magniette', 'cathy maugis-rabusseau', 'adrian e. raftery']"
1690,1307.7931,an overview of the pathway idea in statistical and physical sciences,math-ph math.cv math.mp math.st physics.space-ph stat.th,"['nicy sebastian', 'dhannya p. joseph', 'seema s. nair']"
1691,1307.7948,on the accuracy of the viterbi alignment,stat.me cs.lg stat.co,"['kristi kuljus', 'jüri lember']"
1692,1307.7949,limiting approach to generalized gamma bessel model via fractional   calculus and its applications in various disciplines,math-ph math.mp math.st physics.data-an stat.th,['nicy sebastian']
1693,1307.7950,revealing the missing heritability via cross-validated genome-wide   association studies,q-bio.qm q-bio.gn stat.ap,['xia shen']
1694,1307.7963,efficient variational inference for generalized linear mixed models with   large datasets,stat.me,"['david j nott', 'minh-ngoc tran', 'anthony y. c. kuk', 'robert kohn']"
1695,1307.7975,on the existence of moments for high dimensional importance sampling,stat.me,"['michael k. pitt', 'minh-ngoc tran', 'marcel scharth', 'robert kohn']"
1696,1307.7981,likelihood-ratio calibration using prior-weighted proper scoring rules,stat.ml cs.lg,"['niko brümmer', 'george doddington']"
1697,1307.7993,sharp threshold for multivariate multi-response linear regression via   block regularized lasso,cs.lg stat.ml,"['weiguang wang', 'yingbin liang', 'eric p. xing']"
1698,1307.8046,joint estimation of causal effects from observational and intervention   gene expression data,stat.ap,"['andrea rau', 'florence jaffrézic', 'grégory nuel']"
1699,1307.8136,debacl: a python package for interactive density-based clustering,stat.me cs.lg stat.ml,"['brian p. kent', 'alessandro rinaldo', 'timothy verstynen']"
1700,1307.8217,bootstrapping a change-point cox model for survival data,stat.me,"['gongjun xu', 'bodhisattva sen', 'zhiliang ying']"
1701,1307.8271,a fractional generalization of the poisson processes and some of its   properties,math.st math-ph math.mp stat.ap stat.th,"['nicy sebastian', 'rudolf gorenflo']"
1702,1307.8333,borel isomorphic dimensionality reduction of data and supervised   learning,stat.ml,['stan hatko']
1703,1307.8366,characteristic direction approach to identify differentially expressed   genes,stat.ap q-bio.qm,"['neil r. clark', 'kevin hu', 'edward y. chen', 'qioanan duan', 'avi ma`ayan']"
1704,1307.8369,estimating mean survival time: when is it possible?,math.st stat.th,"['ying ding', 'bin nan']"
1705,1307.8430,fast simultaneous training of generalized linear models (fastglz),cs.lg stat.ml,"['bryan r. conroy', 'jennifer m. walz', 'brian cheung', 'paul sajda']"
1706,1308.0049,a composite likelihood approach to computer model calibration using   high-dimensional spatial data,stat.me stat.co,"['won chang', 'murali haran', 'roman olson', 'klaus keller']"
1707,1308.0072,joint doa and polarization estimation with sparsely distributed and   spatially non-collocating dipole/loop triads,stat.ap,['xin yuan']
1708,1308.0075,polynomial-phase signal direction-finding & source-tracking with an   acoustic vector sensor,stat.ap cs.it math.it,['xin yuan']
1709,1308.0248,nearly gaussian random variables and application to meteorology,math.pr stat.me,['rui gonçalves']
1710,1308.0346,distribution-free tests for sparse heterogeneous mixtures,math.st stat.th,"['ery arias-castro', 'meng wang']"
1711,1308.0384,l1-optimal splines for outlier rejection,cs.sy cs.it math.it math.oc stat.ap,"['masaaki nagahara', 'clyde f. martin']"
1712,1308.0399,spatial process generation,stat.co,"['dirk p. kroese', 'zdravko i. botev']"
1713,1308.0447,"comment on ""bayes' theorem in the 21st century"" by bradley efron",math.st stat.th,"['valentin amrhein', 'tobias roth', 'fraenzi korner-nievergelt']"
1714,1308.0469,bayesian motion estimation for dust aerosols,stat.ap,"['fabian e. bachl', 'alex lenkoski', 'thordis l. thorarinsdottir', 'christoph s. garbe']"
1715,1308.0657,metropolis-hastings sampling using multivariate gaussian tangents,stat.me,"['alireza s. mahani', 'mansour t. a. sharabiani']"
1716,1308.0660,monte carlo simulation of classical spin models with chaotic billiards,cond-mat.stat-mech nlin.cd stat.co,['hideyuki suzuki']
1717,1308.0691,a semi-empirical bayesian chart to monitor weibull percentiles,stat.me,"['pasquale erto', 'giuliana pallotta', 'christina m. mastrangelo']"
1718,1308.0774,efficient data augmentation in dynamic models for binary and count data,stat.co,"['jesse windle', 'carlos m. carvalho', 'james g. scott', 'liang sun']"
1719,1308.0900,trading usdchf filtered by gold dynamics via hmm coupling,stat.ml cs.lg,['donny lee']
1720,1308.0931,optimal linear shrinkage estimator for large dimensional precision   matrix,math.st math.pr q-fin.st stat.th,"['taras bodnar', 'arjun k. gupta', 'nestor parolya']"
1721,1308.1023,on the asymptotics of ajtai-koml\'os-tusn\'ady statistics,stat.ot,"['l. rejtő', 'g. tusnády']"
1722,1308.1066,theoretical issues for global cumulative treatment analysis (gcta),stat.ap cs.lg,['jeff shrager']
1723,1308.1114,"deriving proper uniform priors for regression coefficients, part ii",stat.me,"['h. r. n. van erp', 'r. o. linger', 'p. h. a. j. m. van gelder']"
1724,1308.1195,multichannel deconvolution with long range dependence: upper bounds on   the $l^p$-risk $(1 \le p < \infty)$,math.st stat.th,"['rafal kulik', 'theofanis sapatinas', 'justin rory wishart']"
1725,1308.1211,identification of finite dimensional linear systems driven by levy   processes,math.st stat.th,"['laszlo gerencser', 'mate manfay']"
1726,1308.1237,page's sequential procedure for change-point detection in time series   regression,stat.me,['stefan fremdt']
1727,1308.1241,asymptotic distribution of the delay time in page's sequential procedure,stat.me,['stefan fremdt']
1728,1308.1313,"a computational framework for infinite-dimensional bayesian inverse   problems. part i: the linearized case, with application to global seismic   inversion",math.na math.oc stat.co stat.me,"['tan bui-thanh', 'omar ghattas', 'james martin', 'georg stadler']"
1729,1308.1359,"invariances of random fields paths, with applications in gaussian   process regression",math.st math.pr stat.me stat.ml stat.th,"['david ginsbourger', 'olivier roustant', 'nicolas durrande']"
1730,1308.1509,monotone smoothing splines using general linear systems,cs.sy cs.it math.it math.oc stat.ap,"['masaaki nagahara', 'clyde f. martin']"
1731,1308.1554,the wisdom of citing scientists,cs.dl physics.soc-ph stat.ap,"['lutz bornmann', 'werner marx']"
1732,1308.1624,poisson-type multivariate transfer function model reveals short-term   effects of ambient air pollutants on hospital emergency room visits for   cerebro-cardiovascular diseases,stat.ap,"['menghui li', 'dasheng luo', 'chenghua cao', 'xiaochuan pan', 'qixin wang']"
1733,1308.1766,limiting spectral distribution of renormalized separable sample   covariance matrices when $p/n\to 0$,math.st math.pr stat.th,"['lili wang', 'debashis paul']"
1734,1308.1815,"on continuous distribution functions, minimax and best invariant   estimators, and integrated balanced loss functions",math.st stat.th,"['mohammad jafari jozani', 'alexandre leblanc', 'eric marchand']"
1735,1308.1822,an efficient self-optimized sampling method for rare events in   nonequilibrium systems,stat.me cond-mat.stat-mech,"['huijun jiang', 'mingfeng pu', 'zhonghuai hou']"
1736,1308.1975,predicting protein contact map using evolutionary and physical   constraints by integer programming (extended version),q-bio.qm cs.ce cs.lg math.oc q-bio.bm stat.ml,"['zhiyong wang', 'jinbo xu']"
1737,1308.2045,an adaptive truncation method for inference in bayesian nonparametric   models,stat.co,['jim e. griffin']
1738,1308.2218,coding for random projections,cs.lg cs.ds cs.it math.it stat.co,"['ping li', 'michael mitzenmacher', 'anshumali shrivastava']"
1739,1308.2329,sensitivity analysis for inference with partially identifiable   covariance matrices,stat.me,"[""max grazier g'sell"", 'shai s. shen-orr', 'robert tibshirani']"
1740,1308.2403,cdfdr: a comparison density approach to local false discovery rate   estimation,stat.me math.st stat.ap stat.ml stat.th,['subhadeep mukhopadhyay']
1741,1308.2408,group lasso for generalized linear models in high dimension,math.st stat.th,"['mélanie blazère', 'jean-michel loubes', 'fabrice gamboa']"
1742,1308.2410,"collective mind: cleaning up the research and experimentation mess in   computer engineering using crowdsourcing, big data and machine learning",cs.se cs.hc stat.ml,['grigori fursin']
1743,1308.2430,nondetection sampling bias in marked presence-only data,q-bio.pe stat.ap,"['trevor hefley', 'andrew tyre', 'david baasch', 'erin blankenship']"
1744,1308.2577,statistical network analysis for functional mri: summary networks and   group comparisons,stat.ap q-bio.nc,"['cedric e. ginestet', 'arnaud p. fournel', 'andrew simmons']"
1745,1308.2655,kl-based control of the learning schedule for surrogate black-box   optimization,cs.lg cs.ai stat.ml,"['ilya loshchilov', 'marc schoenauer', 'michèle sebag']"
1746,1308.2719,learning interactions through hierarchical group-lasso regularization,stat.me,"['michael lim', 'trevor hastie']"
1747,1308.2764,maximum-likelihood estimation for diffusion processes via closed-form   density expansions,math.st stat.th,['chenxu li']
1748,1308.2765,inadmissibility of the best equivariant predictive density in the   unknown variance case,math.st stat.th,"['aurélie boisbunon', 'yuzo maruyama']"
1749,1308.2766,"aic, cp and estimators of loss for elliptically symmetric distributions",math.st stat.th,"['aurélie boisbunon', 'stephane canu', 'dominique fourdrinier', 'william strawderman', 'martin t. wells']"
1750,1308.2771,network-based multivariate gene-set testing,stat.me,"['nicolas städler', 'sach mukherjee']"
1751,1308.2790,combining data from multiple spatially referenced prevalence surveys   using generalized linear geostatistical models,stat.ap,"['emanuele giorgi', 'sanie s. s. sesay', 'dianne j. terlouw', 'peter j. diggle']"
1752,1308.2791,modification of bayesian updating where continuous parameters have   differing relationships with new and existing data,stat.me math.st stat.th,['nicholas lewis']
1753,1308.2809,nonparametric regression with the scale depending on auxiliary variable,math.st stat.th,['sam efromovich']
1754,1308.2830,convergence of gaussian quasi-likelihood random fields for ergodic   l\'{e}vy driven sde observed at high frequency,math.st stat.th,['hiroki masuda']
1755,1308.2836,regressions with berkson errors in covariates - a nonparametric approach,math.st q-fin.st stat.th,['susanne m. schennach']
1756,1308.2845,quantile and quantile-function estimations under density ratio model,math.st stat.th,"['jiahua chen', 'yukun liu']"
1757,1308.2853,when are overcomplete topic models identifiable? uniqueness of tensor   tucker decompositions with structured sparsity,cs.lg cs.ir math.na math.st stat.ml stat.th,"['animashree anandkumar', 'daniel hsu', 'majid janzamin', 'sham kakade']"
1758,1308.2867,composite self-concordant minimization,stat.ml cs.lg math.oc,"['quoc tran-dinh', 'anastasios kyrillidis', 'volkan cevher']"
1759,1308.3015,on generalized bayesian data fusion with complex models in large scale   networks,cs.ro cs.sy stat.co stat.me,"['nisar ahmed', 'tsung-lin yang', 'mark campbell']"
1760,1308.3020,tests in adaptive regression via the kac-rice formula,stat.me,"['jonathan taylor', 'joshua loftus', 'ryan tibshirani']"
1761,1308.3089,lan property for families of distributions of solutions to levy driven   sde's,math.st stat.th,"['dmytro ivanenko', 'alexey kulik']"
1762,1308.3304,on the application of mcdiarmid's inequality to complex systems,math.st stat.th,['timothy c. wallstrom']
1763,1308.3314,the algorithm of noisy k-means,stat.ml cs.lg,"['camille brunet', 'sébastien loustau']"
1764,1308.3374,utilization of noise-only samples in array processing with prior   knowledge,math.st cs.it math.it stat.th,"['dave zachariah', 'magnus jansson', 'mats bengtsson']"
1765,1308.3381,high dimensional sparse gaussian graphical mixture model,stat.ml cs.lg,"['anani lotsi', 'ernst wit']"
1766,1308.3416,tuning parameter selection in regularized estimations of large   covariance matrices,stat.me stat.co,"['yixin fang', 'binhuan wang', 'yang feng']"
1767,1308.3467,improved likelihood inference in generalized linear models,stat.me,"['tiago m. vargas', 'silvia l. p. ferrari', 'artur j. lemonte']"
1768,1308.3506,computational rationalization: the inverse equilibrium problem,cs.gt cs.lg stat.ml,"['kevin waugh', 'brian d. ziebart', 'j. andrew bagnell']"
1769,1308.3568,a global homogeneity test for high-dimensional linear regression,math.st stat.ap stat.me stat.th,"['camille charbonnier', 'nicolas verzelen', 'fanny villers']"
1770,1308.3590,state-space modeling of dynamic genetic networks,stat.ap,"['anani lotsi', 'ernst wit']"
1771,1308.3600,random walks on directed networks: inference and respondent-driven   sampling,stat.me cs.si physics.soc-ph,"['jens malmros', 'naoki masuda', 'tom britton']"
1772,1308.3728,on the causal interpretation of acyclic mixed graphs under multivariate   normality,math.st stat.th,"['christopher j. fox', 'andreas käufl', 'mathias drton']"
1773,1308.3740,standardizing interestingness measures for association rules,stat.ap cs.lg stat.ml,"['mateen shaikh', 'paul d. mcnicholas', 'm. luiza antonie', 't. brendan murphy']"
1774,1308.3818,reference distance estimator,cs.lg stat.ml,['yanpeng li']
1775,1308.3861,sequential markov chain monte carlo,math.st stat.th,"['yun yang', 'david b. dunson']"
1776,1308.3890,on estimation of the noise variance in high-dimensional probabilistic   principal component analysis,math.st stat.th,"['damien passemier', 'zhaoyuan li', 'jian-feng yao']"
1777,1308.3915,bayes regularized graphical model estimation in high dimensions,stat.me,"['suprateek kundu', 'veera baladandayuthapani', 'bani k. mallick']"
1778,1308.4017,a study on stroke rehabilitation through task-oriented control of a   haptic device via near-infrared spectroscopy-based bci,stat.ml cs.hc q-bio.nc,"['berdakh abibullaev', 'jinung an', 'seung-hyun lee', 'jeon-il moon']"
1779,1308.4077,support recovery for the drift coefficient of high-dimensional   diffusions,cs.it cs.lg math.it math.pr math.st stat.th,"['jose bento', 'morteza ibrahimi']"
1780,1308.4079,network estimation in state space model with l1-regularization   constraint,stat.ap,"['anani lotsi', 'ernst wit']"
1781,1308.4084,a-optimal design of experiments for infinite-dimensional bayesian linear   inverse problems with regularized $\ell_0$-sparsification,stat.co math.na math.oc stat.me,"['alen alexanderian', 'noemi petra', 'georg stadler', 'omar ghattas']"
1782,1308.4123,a likelihood ratio approach for probabilistic inequalities,math.pr cs.lg math.st stat.th,['xinjia chen']
1783,1308.4128,a new three-parameter lifetime distribution and associated inference,stat.me,['min wang']
1784,1308.4180,scaling exponent for incremental records,cond-mat.stat-mech math.pr math.st stat.th,"['p. w. miller', 'e. ben-naim']"
1785,1308.4194,empirical quantile clts for some self-similar processes,math.pr math.st stat.th,"['james kuelbs', 'joel zinn']"
1786,1308.4200,towards adapting imagenet to reality: scalable domain adaptation with   implicit low-rank transformations,cs.cv cs.lg stat.ml,"['erik rodner', 'judy hoffman', 'jeff donahue', 'trevor darrell', 'kate saenko']"
1787,1308.4206,nested nonnegative cone analysis,stat.me cs.lg,"['lingsong zhang', 'j. s. marron', 'shu lu']"
1788,1308.4214,pylearn2: a machine learning research library,stat.ml cs.lg cs.ms,"['ian j. goodfellow', 'david warde-farley', 'pascal lamblin', 'vincent dumoulin', 'mehdi mirza', 'razvan pascanu', 'james bergstra', 'frédéric bastien', 'yoshua bengio']"
1789,1308.4295,on distinguishability of hypotheses,math.st stat.th,['mikhail ermakov']
1790,1308.4338,sar image despeckling algorithms using stochastic distances and nonlocal   means,cs.it cs.cv cs.gr math.it stat.ap stat.ml,"['leonardo torres', 'alejandro c. frery']"
1791,1308.4385,scale-free and multifractal time dynamics of fmri signals during rest   and task,math.st q-bio.nc stat.th,"['p. ciuciu', 'g. varoquaux', 'p. abry', 's. sadaghiani', 'a. kleinschmidt']"
1792,1308.4462,twisting the alive particle filter,stat.me,"['adam persing', 'ajay jasra']"
1793,1308.4589,a study of gravity-linked metapopulation models for the spatial spread   of dengue fever,stat.ap q-bio.pe,"['marta sarzynska', 'oyita udiani', 'na zhang']"
1794,1308.4601,inference in gaussian models with missing data using equalisation   maximisation,stat.co,"['johan dahlin', 'fredrik lindsten', 'thomas b. schön']"
1795,1308.4718,invertibility and robustness of phaseless reconstruction,math.fa cs.cv stat.ml,"['radu balan', 'yang wang']"
1796,1308.4826,a research framework for the clean-slate design of next-generation   optical access,cs.ni stat.ap,['kyeong soo kim']
1797,1308.4871,bayesian model selection for the latent position cluster model for   social networks,stat.co,"['nial friel', 'caitriona ryan', 'jason wyse']"
1798,1308.4922,learning deep representation without parameter inference for nonlinear   dimensionality reduction,cs.lg stat.ml,['xiao-lei zhang']
1799,1308.5036,likelihood adaptively modified penalties,stat.me math.st stat.ml stat.th,"['yang feng', 'tengfei li', 'zhiliang ying']"
1800,1308.5140,simultaneous reconstruction of evolutionary history and epidemiological   dynamics from viral sequences with the birth-death sir model,q-bio.pe math.pr stat.ap,"['denise kühnert', 'tanja stadler', 'timothy g. vaughan', 'alexei j. drummond']"
1801,1308.5256,multireference alignment using semidefinite programming,cs.ds math.st stat.th,"['afonso s. bandeira', 'moses charikar', 'amit singer', 'andy zhu']"
1802,1308.5275,"the lovasz-bregman divergence and connections to rank aggregation,   clustering, and web ranking",cs.lg cs.ir stat.ml,"['rishabh iyer', 'jeff bilmes']"
1803,1308.5343,a novel extension of randomly weighted average,math.st stat.th,['hazhir homei']
1804,1308.5427,adaptive posterior convergence rates in bayesian density deconvolution   with supersmooth errors,math.st stat.th,"['abhra sarkar', 'debdeep pati', 'bani k. mallick', 'raymond j. carroll']"
1805,1308.5534,maxima of weibull-like distributions and the lambert w function,math.st stat.th,"['armengol gasull', 'josé a. lópez-salcedo', 'frederic utzet']"
1806,1308.5546,sparse and non-negative bss for noisy data,stat.ml cs.lg,"['jérémy rapin', 'jérôme bobin', 'anthony larue', 'jean-luc starck']"
1807,1308.5576,a comparison of algorithms for learning hidden variables in normal   graphs,stat.ml cs.it cs.sy math.it,['francesco a. n. palmieri']
1808,1308.5595,the central role of bayes theorem for joint estimation of causal effects   and propensity scores,stat.me,['corwin m. zigler']
1809,1308.5609,frequency recognition in ssvep-based bci using multiset canonical   correlation analysis,stat.ml,"['yu zhang', 'guoxu zhou', 'jing jin', 'xingyu wang', 'andrzej cichocki']"
1810,1308.5697,randomized algorithms for low-rank matrix factorizations: sharp   performance bounds,cs.na stat.co,"['rafi witten', 'emmanuel candes']"
1811,1308.5712,the generalized mean information coefficient,stat.ml,"['alexander luedtke', 'linh tran']"
1812,1308.5717,a modified gibbs sampler on general state spaces,stat.co,"['alicia a. johnson', 'james m. flegal']"
1813,1308.5767,optimal tests in ar(m) time series model,stat.ap,['tewfik lounis']
1814,1308.5771,improved family of estimators of population mean in simple random   sampling,math.st stat.th,"['rajesh singh', 'mukesh kumar', 'manoj k. chaudhary']"
1815,1308.5773,on improvement in estimating population parameter(s) using auxiliary   information,math.st stat.th,"['rajesh singh', 'florentin smarandache']"
1816,1308.5830,on computer-intensive simulation and estimation methods for rare event   analysis in epidemic models,stat.ap math.st stat.th,"['stéphan clémençon', 'anthony cousien', 'miraine dávila felipe', 'viet chi tran']"
1817,1308.5836,semiparametric stochastic volatility modelling using penalized splines,stat.me q-fin.st,"['roland langrock', 'théo michelot', 'alexander sohn', 'thomas kneib']"
1818,1308.5842,a probabilistic model for lcf,stat.ap,"['sebastian schmitz', 'thomas seibel', 'tilman beck', 'georg rollmann', 'rolf krause', 'hanno gottschalk']"
1819,1308.5865,a survey and taxonomy of graph sampling,cs.si math.pr stat.me,"['pili hu', 'wing cheong lau']"
1820,1308.6181,bayesian conditional gaussian network classifiers with applications to   mass spectra classification,cs.lg stat.ml,"['victor bellon', 'jesus cerquides', 'ivo grosse']"
1821,1308.6210,hyperbolic illusion of the mid-holocene turning point,stat.ap q-bio.pe,['ron w. nielsen aka jan nurzynski']
1822,1308.6221,a computational framework for infinite-dimensional bayesian inverse   problems: part ii. stochastic newton mcmc with application to ice sheet flow   inverse problems,stat.me math.na math.oc math.st stat.co stat.th,"['noemi petra', 'james martin', 'georg stadler', 'omar ghattas']"
1823,1308.6273,new algorithms for learning incoherent and overcomplete dictionaries,cs.ds cs.lg stat.ml,"['sanjeev arora', 'rong ge', 'ankur moitra']"
1824,1308.6303,uncovering the specific product rule for the lattice of questions,stat.me,['h. r. n. van erp']
1825,1308.6312,evidence of bias in the eurovision song contest: modelling the votes   using bayesian hierarchical models,stat.ap,"['marta blangiardo', 'gianluca baio']"
1826,1308.6342,linear and parallel learning of markov random fields,stat.ml cs.lg,"['yariv dror mizrahi', 'misha denil', 'nando de freitas']"
1827,1308.6356,respondent-driven sampling in online social networks,cs.si stat.ap,"['christopher m. homan', 'vincent silenzio', 'randall sell']"
1828,1308.6379,backward stochastic differential equations with stopping time as time   horizon,math.pr math.st stat.th,"['mun-chol kim', 'chol-kyu pak']"
1829,1308.6392,minimum survival probabilities in a two-dimensional risk model perturbed   by diffusion,math.st stat.th,"['chol-ho kim', 'gwang-ryong han']"
1830,1308.6487,a new algorithm of speckle filtering using stochastic distances,cs.it cs.cv cs.gr math.it stat.ap stat.ml,"['leonardo torres', 'tamer cavalcante', 'alejandro c. frery']"
1831,1308.6753,thermodynamic assessment of probability distribution divergencies and   bayesian model comparison,stat.me,"['silia vitoratou', 'ioannis ntzoufras']"
1832,1308.6761,infinite previsions and finitely additive expectations,math.st stat.th,"['mark j. schervish', 'teddy seidenfeld', 'joseph b. kadane']"
1833,1308.6774,separable approximations and decomposition methods for the augmented   lagrangian,math.oc cs.dc cs.na stat.ml,"['rachael tappenden', 'peter richtarik', 'burak buke']"
1834,1308.6797,"online ranking: discrete choice, spearman correlation and other feedback",cs.lg cs.gt stat.ml,['nir ailon']
1835,1309.0003,concentration inequalities for bounded random vectors,math.pr cs.lg math.st stat.th,['xinjia chen']
1836,1309.0024,inconsistency of pitman-yor process mixtures for the number of   components,math.st stat.ml stat.th,"['jeffrey w. miller', 'matthew t. harrison']"
1837,1309.0063,logistic growth for the nuzi cuneiform tablets: analyzing family   networks in ancient mesopotamia,stat.ap,"['sumie ueda', 'kumi makino', 'yoshiaki itoh', 'takashi tsuchiya']"
1838,1309.0220,least product relative error estimation,stat.me,"['kani chen', 'yuanyuan lin', 'zhanfeng wang', 'zhiliang ying']"
1839,1309.0242,ensemble approaches for improving community detection methods,physics.soc-ph cs.lg cs.si stat.ml,"['johan dahlin', 'pontus svenson']"
1840,1309.0302,unmixing incoherent structures of big data by randomized or greedy   decomposition,stat.ml cs.ds cs.lg,"['tianyi zhou', 'dacheng tao']"
1841,1309.0334,use of auxiliary information in variance estimation,math.st stat.th,"['jayant singh', 'viplav k. singh', 'sachin malik', 'rajesh singh']"
1842,1309.0337,scalable probabilistic entity-topic modeling,stat.ml cs.ir cs.lg,"['neil houlsby', 'massimiliano ciaramita']"
1843,1309.0423,nonparametric inference in hidden markov models using p-splines,stat.me,"['roland langrock', 'thomas kneib', 'alexander sohn', 'stacy deruiter']"
1844,1309.0428,nonsensical excel and statistica default output and algorithm for an   adequate display,stat.co,"['snezana matic-kekic', 'nebojsa dedovic', 'beba mutavdzic']"
1845,1309.0579,modeling bimodal discrete data using conway-maxwell-poisson mixture   models,stat.me,"['pragya sur', 'galit shmueli', 'smarajit bose', 'paromita dubey']"
1846,1309.0602,segmentation procedure based on fisher's exact test and its application   to foreign exchange rates,stat.me physics.data-an q-fin.st,"['aki-hiro sato', 'hideki takayasu']"
1847,1309.0609,coherent prior distributions in univariate finite mixture and   markov-switching models,math.st stat.me stat.th,['łukasz kwiatkowski']
1848,1309.0781,"an exploratory data survey of drug name incidence and prevalence from   the fda's adverse event reporting system, 2004 to 2012q2",cs.ce stat.ap,['nick williams']
1849,1309.0805,an urn model approach for deriving multivariate generalized   hypergeometric distributions,math.pr math.st stat.th,['xinjia chen']
1850,1309.0837,"bayesian model selection in complex linear systems, as illustrated in   genetic association studies",stat.me q-bio.qm stat.ap,['xiaoquan wen']
1851,1309.0997,sensor fusion for bimodal generalized likelihood ratio test with unknown   noise variances,math.st stat.th,"['boris n. oreshkin', 'ekaterina turkina']"
1852,1309.1193,confidence-constrained joint sparsity recovery under the poisson noise   model,stat.ml cs.lg,"['e. chunikhina', 'r. raich', 't. nguyen']"
1853,1309.1194,some options for l1-subspace signal processing,stat.ml,"['panos p. markopoulos', 'george n. karystinos', 'dimitris a. pados']"
1854,1309.1246,holonomic decent minimization method for restricted maximum likelihood   estimation,stat.co,"['rieko sakurai', 'toshio sakata']"
1855,1309.1309,detection of multiple structural breaks in multivariate time series,math.st stat.th,"['philip preuß', 'ruprecht puchstein', 'holger dette']"
1856,1309.1369,semistochastic quadratic bound methods,stat.ml cs.lg math.na stat.co,"['aleksandr y. aravkin', 'anna choromanska', 'tony jebara', 'dimitri kanevsky']"
1857,1309.1392,bayesian structural inference for hidden processes,stat.ml cs.lg math.st nlin.cd physics.data-an stat.th,"['christopher c. strelioff', 'james p. crutchfield']"
1858,1309.1412,testing for a {\delta}-neighborhood of a generalized pareto copula,math.st stat.ap stat.th,"['stefan aulbach', 'michael falk']"
1859,1309.1501,improvements to deep convolutional neural networks for lvcsr,cs.lg cs.cl cs.ne math.oc stat.ml,"['tara n. sainath', 'brian kingsbury', 'abdel-rahman mohamed', 'george e. dahl', 'george saon', 'hagen soltau', 'tomas beran', 'aleksandr y. aravkin', 'bhuvana ramabhadran']"
1860,1309.1508,accelerating hessian-free optimization for deep neural networks by   implicit preconditioning and sampling,cs.lg cs.cl cs.ne math.oc stat.ml,"['tara n. sainath', 'lior horesh', 'brian kingsbury', 'aleksandr y. aravkin', 'bhuvana ramabhadran']"
1861,1309.1541,"projection onto the probability simplex: an efficient algorithm with a   simple proof, and an application",cs.lg math.oc stat.ml,"['weiran wang', 'miguel á. carreira-perpiñán']"
1862,1309.1754,bayesian estimation of a sparse precision matrix,math.st stat.co stat.th,"['sayantan banerjee', 'subhashis ghosal']"
1863,1309.1761,convergence of nearest neighbor pattern classification with selective   sampling,cs.lg stat.ml,"['shaun n. joseph', 'seif omar abu bakr', 'gabriel lugo']"
1864,1309.1864,timing estimation in distributed sensor and control systems with central   processing,cs.sy stat.ap,"['john-olof nilsson', 'peter händel']"
1865,1309.1906,parallel bayesian additive regression trees,stat.co,"['matthew t. pratola', 'hugh a. chipman', 'james r. gattiker', 'david m. higdon', 'robert mcculloch', 'william n. rust']"
1866,1309.1913,dynamic team theory of stochastic differential decision systems with   decentralized noisy information structures via girsanov's measure   transformation,math.oc cs.sy math.st stat.th,"['charalambos d. charalambous', 'nasir u. ahmed']"
1867,1309.1915,the asymptotic inadmissibility of the spatial sign covariance matrix for   elliptically symmetric distributions,stat.me math.st stat.th,"['andrew f. magyar', 'david e. tyler']"
1868,1309.2068,modified cross-validation for penalized high-dimensional linear   regression models,stat.me,"['yi yu', 'yang feng']"
1869,1309.2071,edgeworth expansion for functionals of continuous diffusion processes,math.pr stat.me,"['mark podolskij', 'nakahiro yoshida']"
1870,1309.2074,learning transformations for clustering and classification,cs.cv cs.lg stat.ml,"['qiang qiu', 'guillermo sapiro']"
1871,1309.2136,deconvolution with application to estimation of sampling probabilities   and the horvitz-thompson estimator,math.st stat.th,"['eitan greenshtein', 'theodor itskov']"
1872,1309.2178,on the identifiability of the functional convolution model,math.st stat.th,['giles hooker']
1873,1309.2303,spectral clustering with imbalanced data,stat.ml,"['jing qian', 'venkatesh saligrama']"
1874,1309.2350,exponentially fast parameter estimation in networks using distributed   dual averaging,cs.lg cs.si math.oc stat.ml,"['shahin shahrampour', 'ali jadbabaie']"
1875,1309.2375,accelerated proximal stochastic dual coordinate ascent for regularized   loss minimization,stat.ml cs.lg cs.na stat.co,"['shai shalev-shwartz', 'tong zhang']"
1876,1309.2431,an improved class of exponential ratio- type estimator in the presence   of measurement errors,math.st stat.th,"['sachin malik', 'rajesh singh']"
